类型,ID,章节,难度,题目内容,行号
练习题,28.1-7,第28章 矩阵运算,normal,设 $\pmb{A} $是一个非奇异的 $n \times n $复数矩阵。证明：当且仅当 $\pmb{A} $的每个元素都是实数时， $\pmb{A}^{-1} $的每个元素都是实数。,15618
练习题,28.1-8,第28章 矩阵运算,normal,证明：如果 $\pmb{A} $是一个 $n \times n $阶非奇异的对称矩阵，则 $\pmb{A}^{-1} $也是一个对称矩阵。证明：如果 $\pmb{B} $是一个任意的 $m \time...,15619
练习题,28.1-9,第28章 矩阵运算,normal,证明定理28.2。亦即，证明如果矩阵 $\mathbf{A} $为列满秩当且仅当若 $Ax = 0 $，则说明 $x = 0 $。（提示：把列向量线性相关表示为矩阵向量等式。）,15620
练习题,28.1-10,第28章 矩阵运算,normal,证明：对任意两个相容矩阵 $\mathbf{A} $和 $\mathbf{B} $， $\operatorname{rank}(\mathbf{AB}) \leqslant \min(\operato...,15621
练习题,28.1-11,第28章 矩阵运算,normal,"已知数 $x_0, x_1, \cdots, x_{n-1} $，证明范德蒙德(Vandermonde)矩阵 $ $\mathbf {V} = (x _ {0}, x _ {1}, \dots , x...",15622
练习题,28.2-1,第28章 矩阵运算,normal,运用Strassen算法计算矩阵积 $ $\left( \begin{array}{l l} 1 & 3 \\ 5 & 7 \end{array} \right) \left( \begin{arra...,15819
练习题,28.2-2,第28章 矩阵运算,normal,如果 $n $不是 2 的整数幂，应如何修改 Strassen 算法，以求出两个 $n \times n $矩阵的积？证明修改后的算法的运行时间为 $\Theta(n^{\lg 7}) $。,15827
练习题,28.2-3,第28章 矩阵运算,normal,如果使用 $k $次乘法（假定乘法不满足交换律）就能计算出两个 $3 \times 3 $矩阵的积，就能在 $o(n^{\lg 7}) $时间内计算出两个 $n \times n $矩阵的积，满足上述...,15828
练习题,28.2-4,第28章 矩阵运算,normal,V.Pan发现了一种使用了132464次乘法的求 $68 \times 68 $矩阵积的方法，一种使用了143640次乘法的求 $70 \times 70 $矩阵积的方法，以及一种使用了155424次...,15829
练习题,28.2-5,第28章 矩阵运算,normal,用Strassen算法作为子程序，能在多长时间内计算出一个 $kn \times n $矩阵与一个 $n \times kn $矩阵的乘积？如果把输入矩阵的次序颠倒一下则情况又如何？,15830
练习题,28.2-6,第28章 矩阵运算,normal,"说明如何仅用三次实数乘法运算，就可以计算复数 $a + bi $与 $c + di $的乘积。该算法应该把 $a, b, c $和 $d $作为输入，并分别生成实部 $ac - bd $和虚部 $ad...",15831
练习题,28.3-1,第28章 矩阵运算,normal,运用正向替换法求解下列方程组： $ $\left( \begin{array}{r r r} 1 & 0 & 0 \\ 4 & 1 & 0 \\ - 6 & 5 & 1 \end{array} \ri...,16248
练习题,28.3-2,第28章 矩阵运算,normal,求出下列矩阵的LU分解： $ $\left( \begin{array}{r r r} 4 & - 5 & 6 \\ 8 & - 6 & 7 \\ 1 2 & - 7 & 1 2 \end{array...,16254
练习题,28.3-3,第28章 矩阵运算,normal,运用LUP分解来求解下列方程组： $ $\left( \begin{array}{c c c} 1 & 5 & 4 \\ 2 & 0 & 3 \\ 5 & 8 & 2 \end{array} \rig...,16260
练习题,28.3-4,第28章 矩阵运算,normal,试描述一个对角矩阵的LUP分解。,16268
练习题,28.3-5,第28章 矩阵运算,normal,试描述一个置换矩阵 $\pmb{A} $的LUP分解，并证明它是唯一的。,16269
练习题,28.3-6,第28章 矩阵运算,normal,证明：对所有 $n \geqslant 1 $，存在具有 LU 分解的奇异的 $n \times n $矩阵。,16270
练习题,28.3-7,第28章 矩阵运算,normal,在 LU-DECOMPOSITION 中，当 $k = n $时是否有必要执行最外层的 for 循环迭代？在 LUP-DECOMPOSITION 中情况又是怎样？,16271
练习题,28.4-1,第28章 矩阵运算,normal,设 $M(n) $是求 $n \times n $矩阵的乘积所需的时间， $S(n) $表示求 $n \times n $矩阵的平方所需的时间。证明：求矩阵乘积运算与求矩阵平方运算实质上难度相同：一个...,16387
练习题,28.4-2,第28章 矩阵运算,normal,设 $M(n) $是求 $n \times n $矩阵的乘积所需的时间， $L(n) $为计算一个 $n \times n $矩阵的 LUP 分解所需要的时间。证明：求矩阵乘积运算与计算矩阵 LUP ...,16388
练习题,28.4-3,第28章 矩阵运算,normal,设 $M(n) $是求 $n \times n $矩阵的乘积所需的时间， $D(n) $表示求 $n \times n $矩阵的行列式的值所需要的时间。证明：求矩阵乘积运算与求行列式的值实质上难度相同...,16389
练习题,28.4-4,第28章 矩阵运算,normal,设 $M(n) $是求 $n \times n $布尔矩阵的乘积所需的时间， $T(n) $为找出 $n \times n $布尔矩阵的传递闭包所需要的时间（参见25.2节）。证明：一个 $M(n) ...,16390
练习题,28.4-5,第28章 矩阵运算,normal,当矩阵元素属于整数模 2 所构成的域时，基于定理 28.8 的求逆矩阵算法是否能够运行？试解释其原因。,16392
练习题,*28.4-6,第28章 矩阵运算,hard,推广基于定理 28.8 的求逆矩阵算法，使之能处理复矩阵的情形，并证明所给出的推广方法是正确的。（提示：用 $A $的共轭转置矩阵 $A^* $来代替 $A $的转置矩阵 $A^{\mathrm{T}...,16394
练习题,28.5-1,第28章 矩阵运算,normal,证明：对称正定矩阵的对角线上的每一个元素都是正值。,16589
练习题,28.5-2,第28章 矩阵运算,normal,设 $A = \begin{pmatrix} a & b \\ b & c \end{pmatrix} $是一个 $2 \times 2 $的对称正定矩阵。运用引理28.11的证明过程中用过的“全平方...,16590
练习题,28.5-3,第28章 矩阵运算,normal,证明：一个对称正定矩阵中值最大的元素处于其对角线上。,16591
练习题,28.5-4,第28章 矩阵运算,normal,证明：一个对称正定矩阵的每一个主子式的行列式的值都是正的。,16592
练习题,28.5-5,第28章 矩阵运算,normal,设 $A_{k} $表示对称正定矩阵 $\pmb{A} $的第 $k $个主子式。证明在 LU 分解中， $\operatorname*{det}(A_k) / \operatorname*{det}...,16593
练习题,28.5-6,第28章 矩阵运算,normal,"找出形如 $F(x) = c_{1} + c_{2}x\lg x + c_{3}\mathrm{e}^{x} $的函数，使其为下列数据点的最优最小二乘拟合：(1, 1)，(2, 1)，(3, 3)，(...",16595
练习题,28.5-7,第28章 矩阵运算,normal,证明：伪逆矩阵 $A^{+} $满足下列四个等式： $ $\begin{array}{l} A A ^ {+} A = A \\ \mathbf {A} ^ {+} \mathbf {A} \math...,16597
练习题,29.1-1,第29章 线性规划,normal,如果将式(29.24)～式(29.28)中的线性规划表示成式(29.19)～式(29.21)中的简洁记号形式， $n $、 $m $、 $A $、 $b $和 $c $分别是什么？,17126
练习题,29.1-2,第29章 线性规划,normal,给出式(29.24)至式(29.28)的线性规划的3个可行解。每个解的目标值是多少？,17127
练习题,29.1-3,第29章 线性规划,normal,"在式(29.38)至式(29.41)的松弛型中， $N, B, A, b, c $和 $\pmb{v} $分别是什么？",17128
练习题,29.1-4,第29章 线性规划,normal,将下列线性规划转换为标准型： 最小化 $ $2 x _ {1} + 7 x _ {2} $ $满足约束 $ $\begin{array}{l} x _ {1} \quad = 7 \\ 3 x _ {...,17129
练习题,29.1-5,第29章 线性规划,normal,将下列线性规划转换为松弛型： 最大化 $ $2 x _ {1} \quad - \quad 6 x _ {3} $ $满足约束 $ $\begin{array}{l} x _ {1} + x _ {2...,17143
练习题,29.1-6,第29章 线性规划,normal,说明下列线性规划是不可行的： 最大化 $ $3 x _ {1} - 2 x _ {2} $ $满足约束 $ $\begin{array}{l} x _ {1} \quad + \quad x _ {2...,17159
练习题,29.1-7,第29章 线性规划,normal,说明下列线性规划是无界的： 最大化 $ $x _ {1} \quad - \quad x _ {2} $ $满足约束 $ $\begin{array}{l} - 2 x _ {1} + x _ {2}...,17173
练习题,29.1-8,第29章 线性规划,normal,假设有一个 $n $个变量和 $m $个约束的线性规划，且假设将其转换成标准型。请给出所得线性规划中变量和约束个数的一个上界。,17187
练习题,29.1-9,第29章 线性规划,normal,请给出一个线性规划的例子，其中可行区域是无界的，但最优解的值是有界的。,17188
练习题,29.2-1,第29章 线性规划,normal,将单对最短路径线性规划从式(29.44)～式(29.46)转换成标准型。,17309
练习题,29.2-2,第29章 线性规划,normal,详细写出在图24-2a中，和寻找从结点 $s $到结点 $\mathcal{V} $的最短路径相对应的线性规划。,17310
练习题,29.2-3,第29章 线性规划,normal,在单源最短路径问题中，我们想要找出从源顶点 $s $到所有顶点 $v \in V $的最短路径权值。给定一个图 $G $，写出一个线性规划，它的解具有性质：对每个顶点 $v \in V $， $d[v...,17311
练习题,29.2-4,第29章 线性规划,normal,详细写出在图26-2a中寻找最大流所对应的线性规划。,17312
练习题,29.2-5,第29章 线性规划,normal,重写最大流式(29.47)～式(29.50)的线性规划，使它只使用 $O(V + E) $个约束。,17313
练习题,29.2-6,第29章 线性规划,normal,写出一个线性规划，已知一个二分图 $G $，求解最大二分匹配问题。,17314
练习题,29.2-7,第29章 线性规划,normal,"在最小费用多商品流问题中，给定有向图 $G = (V, E) $，其中每条边 $(u, v) \in E $有一个非负的容量 $c(u, v) \geqslant 0 $，以及一个费用 $a(u, v...",17315
练习题,29.3-1,第29章 线性规划,normal,说明必定有情况 $c = c' $和 $v = v' $，来完成引理29.4的证明。,17709
练习题,29.3-2,第29章 线性规划,normal,说明在SIMPLEX的第11行调用PIVOT永远不会减小 $\pmb{\nu} $的值。,17710
练习题,29.3-3,第29章 线性规划,normal,"假设将一个标准型的线性规划 $(A, b, c) $转换为松弛型。说明当且仅当 $b_i \geq 0 $时 $(i = 1, 2, \dots, m) $，基解是可行的。",17711
练习题,29.3-4,第29章 线性规划,normal,利用SIMPLEX求解下面的线性规划： 最大化 $ $1 8 x _ {1} + 1 2. 5 x _ {2} $ $满足约束 $ $x _ {1} + x _ {2} \leqslant 2 0 $...,17712
练习题,29.3-5,第29章 线性规划,normal,利用SIMPLEX求解下面的线性规划： 最大化 $ $- 5 x _ {1} - 3 x _ {2} $ $满足约束 $ $x _ {1} \quad - \quad x _ {2} \quad \l...,17738
练习题,29.3-6,第29章 线性规划,normal,利用SIMPLEX求解下面的线性规划： 803 最小化 $ $x _ {1} + x _ {2} + x _ {3} $ $满足约束 $ $\begin{array}{l} 2 x _ {1} + 7...,17760
练习题,29.4-1,第29章 线性规划,normal,写出练习 29.3-4 中给出的线性规划的对偶问题。,17948
练习题,29.4-2,第29章 线性规划,normal,假设有一个不是标准型的线性规划。可以通过先将其转换成标准型，再取对偶来产生它的对偶问题。然而，更方便的是能够直接产生对偶问题。说明已知一个任意的线性规划，如何直接取该线性规划的对偶。,17949
练习题,29.4-3,第29章 线性规划,normal,写出式(29.47)～式(29.50)行中给出的最大流线性规划的对偶问题。说明如何将这个形式理解成一个最小割问题。,17950
练习题,29.4-4,第29章 线性规划,normal,写出式(29.51)～式(29.55)行中给出的最小费用流线性规划的对偶问题。说明如何将这个问题用图和流来解释。,17951
练习题,29.4-5,第29章 线性规划,normal,证明：线性规划的对偶的对偶是原线性规划。,17952
练习题,29.4-6,第29章 线性规划,normal,第26章的哪一个结果可以解释成最大流的弱对偶？,17953
练习题,29.5-1,第29章 线性规划,normal,写出详细的伪代码以实现INITIALIZE-SIMPLEX的第5行和第11行。,18171
练习题,29.5-2,第29章 线性规划,normal,证明：当INITIALIZE-SIMPLEX执行SIMPLEX的主循环时，永远不会返回“无界”。,18172
练习题,29.5-3,第29章 线性规划,normal,假设已知一个标准型的线性规划 $L $，且假设对于 $L $与 $L $的对偶问题，其对应于初始松弛型的基本解都是可行的。证明： $L $的最优目标值是0。,18173
练习题,29.5-4,第29章 线性规划,normal,假设在线性规划中允许严格的不等式。证明：在这种情况下，线性规划的基本定理不再成立。,18174
练习题,29.5-5,第29章 线性规划,normal,用SIMPLEX解下列线性规划： 最大化 $ $x _ {1} + 3 x _ {2} $ $满足约束 $ $\begin{array}{l} - x _ {1} + x _ {2} \leq - 1...,18175
练习题,29.5-6,第29章 线性规划,normal,解在式(29.6)～式(29.10)中给出的线性规划。,18189
练习题,29.5-7,第29章 线性规划,normal,考虑下面被称作 $P $的1个变量的线性规划： 最大化 tx 满足约束 $ $\begin{array}{l} r x \leqslant s \\ x \geqslant 0 \\ \end{arr...,18191
练习题,30.1-1,第30章 多项式与快速傅里叶变换,normal,运用式(30.1)和式(30.2)把下列两个多项式相乘： $A(x) = 7x^{3} - x^{2} + x - 10 $， $B(x) = 8x^{3} - 6x + 3 $。,18506
练习题,30.1-2,第30章 多项式与快速傅里叶变换,normal,求一个次数界为 $n $的多项式 $A(x) $在某已知点 $x_0 $的值也可以用以下方法获得：把多项式 $A(x) $除以多项式 $(x - x_0) $，得到一个次数界为 $n - 1 $的商多...,18507
练习题,30.1-3,第30章 多项式与快速傅里叶变换,normal,根据 $A(x) = \sum_{j=0}^{n-1} a_j x^j $的点值表示推导出 $A^{\mathrm{rev}}(x) = \sum_{j=0}^{n-1} a_{n-1-j} x^j ...,18515
练习题,30.1-4,第30章 多项式与快速傅里叶变换,normal,证明：为了唯一确定一个次数界为 $n $的多项式， $n $个相互不同的点值对是必需的，也就是说，如果给定少于 $n $对不同的点值，它们就无法唯一确定一个次数界为 $n $的多项式。（提示：利用定理...,18516
练习题,30.1-5,第30章 多项式与快速傅里叶变换,normal,说明如何使用等式(30.5)在 $\Theta (n^{2}) $的时间内进行插值运算。（提示：先计算多项式 $\prod_{j}(x - x_{j}) $的系数表示，然后把每个项的分子除以 $(x ...,18517
练习题,30.1-6,第30章 多项式与快速傅里叶变换,normal,试解释在采用点值表示法时，用“显然”的方法来进行多项式除法错误在何处，即除以相应的 $y $值。试对除法有确切结果与无确切结果两种情况分别进行讨论。,18518
练习题,30.1-7,第30章 多项式与快速傅里叶变换,normal,考察两个集合 $A $和 $B $，每个集合包含取值范围在 0 到 $10n $之间的 $n $个整数。要计算出 $A $与 $B $的笛卡儿和，它的定义如下： $ $C = \{x + y; x \...,18519
练习题,30.2-1,第30章 多项式与快速傅里叶变换,normal,证明推论30.4。,18768
练习题,30.2-2,第30章 多项式与快速傅里叶变换,normal,计算向量(0，1，2，3)的DFT。,18770
练习题,30.2-3,第30章 多项式与快速傅里叶变换,normal,使用运行时间为 $\Theta (n\lg n) $的方案重做练习30.1-1。,18772
练习题,30.2-4,第30章 多项式与快速傅里叶变换,normal,写出在 $\Theta (n\lg n) $的运行时间内计算出 $\mathrm{DFT}_n^{-1} $的伪代码。,18774
练习题,30.2-5,第30章 多项式与快速傅里叶变换,normal,试把 FFT 过程推广到 $n $是 3 的幂的情形，写出其运行时间的递归式并求解该式。,18776
练习题,*30.2-6,第30章 多项式与快速傅里叶变换,hard,假定我们不是在复数域上执行 $n $个元素的 FFT（ $n $为偶数），而是在整数模 $m $所生成的环 $\mathbf{Z}_m $上执行 FFT，其中 $m = 2^{m/2} + 1 $，并...,18778
练习题,30.2-7,第30章 多项式与快速傅里叶变换,normal,"已知一组值 $z_0, z_1, \dots, z_{n-1} $(可能有重复), 说明如何求出仅在 $z_0, z_1, \dots, z_{n-1} $处 (可能有重复) 值为 0 的次数界为 $...",18780
练习题,30.3-1,第30章 多项式与快速傅里叶变换,normal,试说明如何用过程ITERATIVE-FFT计算出输入向量(0，2，3，--1，4，5，7，9)的DFT。,18877
练习题,30.3-2,第30章 多项式与快速傅里叶变换,normal,试说明如何把位反转置换放在计算过程的最后而不是在开始处，以实现FFT算法。（提示：考虑逆DFT。）,18879
练习题,30.3-3,第30章 多项式与快速傅里叶变换,normal,ITERATIVE-FFT 在每级中计算旋转因子多少次？重写 ITERATIVE-FFT，使其在阶段 $s $中只计算旋转因子 $2^{s - 1} $次。,18881
练习题,30.3-4,第30章 多项式与快速傅里叶变换,normal,假设 FFT 电路中的加法器有时会发生错误：不论输入如何，它们的输出总是为 0。假定确有一个加法器发生上述情况，但读者并不知道是哪一个加法器。描述如何能够通过给整个 FFT 电路提供输入值并观察其输出...,18883
练习题,31.1-1,第31章 有关数论的算法,normal,"证明有无穷多个素数。（提示：证明素数 $p_1, p_2, \cdots, p_k $都不能整除 $(p_1 p_2 \cdots p_k) + 1 $。）",19175
练习题,31.1-2,第31章 有关数论的算法,normal,证明：如果 $a \mid b $且 $b \mid c $，则 $a \mid c $。,19176
练习题,31.1-3,第31章 有关数论的算法,normal,"证明：如果 $p $是素数并且 $0 < k < p $，则 $\gcd(k, p) = 1 $。",19177
练习题,31.1-4,第31章 有关数论的算法,normal,证明推论31.5。,19178
练习题,31.1-5,第31章 有关数论的算法,normal,"证明：如果 $p $是素数且 $0 < k < p $，则 $p \mid \binom{p}{k} $。证明对所有整数 $a, b $和素数 $p $， $ $(a + b) ^ {p} \equi...",19179
练习题,31.1-6,第31章 有关数论的算法,normal,证明：如果 $a $和 $b $是任意整数，且满足 $a \mid b $和 $b > 0 $，则对任意 $x $有 $ $(x \bmod b) \bmod a = x \bmod a $ $在相同...,19185
练习题,31.1-7,第31章 有关数论的算法,normal,对任意整数 $k > 0 $，如果存在一个整数 $a $满足 $a^k = n $，则说整数 $n $为 $k $次幂。如果对于某个整数 $k > 1 $， $n > 1 $是一个 $k $次幂，则说...,19193
练习题,31.1-8,第31章 有关数论的算法,normal,证明等式(31.6)～式(31.10)。,19195
练习题,31.1-9,第31章 有关数论的算法,normal,"证明：gcd运算满足结合律。亦即，证明对所有整数 $a, b $和 $c $，有： $ $\operatorname {g c d} (a, \operatorname {g c d} (b, c))...",19196
练习题,31.1-11,第31章 有关数论的算法,normal,试写出一个 $\beta $位整数除以一个短整数的有效算法，以及求一个 $\beta $位整数除以一个短整 854 855 数的余数的有效算法。所给出的算法的运行时间应为 $O(\beta^2) $。,19204
练习题,31.1-12,第31章 有关数论的算法,normal,写出一个能把一个 $\beta $位二进制整数转化为相应的十进制表示的有效算法。论证：如果长度至多为 $\beta $的整数的乘法与除法运算所需时间为 $M(\beta) $，则执行二进制到十进制转换...,19212
练习题,31.2-1,第31章 有关数论的算法,normal,证明由等式(31.11)和式(31.12)可推得等式(31.13)。,19367
练习题,31.2-2,第31章 有关数论的算法,normal,"计算过程EXTENDED-EUCLID(899，493)的输出值 $(d, x, y) $。",19368
练习题,31.2-3,第31章 有关数论的算法,normal,"证明对所有整数 $a, k $和 $n $ $ $\operatorname {g c d} (a, n) = \operatorname {g c d} (a + k n, n) $ $",19369
练习题,31.2-4,第31章 有关数论的算法,normal,仅用常量大小的存储空间（即仅存储常数个整数值）把过程 EUCLID 改写成迭代形式。,19375
练习题,31.2-5,第31章 有关数论的算法,normal,"如果 $a > b \geqslant 0 $，证明 EUCLID(a, b) 至多执行了 $1 + \log_{\phi} b $次递归调用。把这个界改进为 $1 + \log_{\phi}(b /...",19376
练习题,31.2-6,第31章 有关数论的算法,normal,"过程EXTENDED-EUCLID $(F_{k + 1},F_k) $返回什么值？证明所给出的答案是正确的。",19377
练习题,31.2-7,第31章 有关数论的算法,normal,"用递归等式 $\gcd(a_0, a_1, \cdots, a_n) = \gcd(a_0, \gcd(a_1, \cdots, a_n)) $来定义多于两个变量的 $\gcd $函数。证明 $\gc...",19378
练习题,31.2-8,第31章 有关数论的算法,normal,"定义 $1\mathrm{cm}(a_1, a_2, \dots, a_n) $是 $n $个整数 $a_1, a_2, \dots, a_n $的最小公倍数，即每个 $a_i $的倍数中的最小非负整...",19379
练习题,31.2-9,第31章 有关数论的算法,normal,"证明 $n_1, n_2, n_3 $和 $n_4 $是两两互质的当且仅当 $ $\operatorname {g c d} \left(n _ {1} n _ {2}, n _ {3} n _ {4...",19380
练习题,31.3-1,第31章 有关数论的算法,normal,"画出群 $(\mathbf{Z}_4, +_4) $和群 $(\mathbf{Z}_5^*, \cdot_5) $的运算表。通过找这两个群的元素间的、满足 $a + b \equiv c \pmod{...",19600
练习题,31.3-2,第31章 有关数论的算法,normal,证明定理31.14。,19602
练习题,31.3-3,第31章 有关数论的算法,normal,证明：如果 $p $是素数且 $\pmb{e} $是正整数，则 $ $\phi (p ^ {e}) = p ^ {e - 1} (p - 1) $ $,19603
练习题,31.3-4,第31章 有关数论的算法,normal,证明：对任意 $n > 1 $和任意 $a \in \mathbf{Z}_n^* $，由式 $f_a(x) = ax \mod n $所定义的函数 $f_a: \mathbf{Z}_n^* \to \...,19609
练习题,31.3-5,第31章 有关数论的算法,normal,列举出 $\mathbf{Z}_9 $和 $\mathbf{Z}_{13}^{*} $的所有子群。,19610
练习题,31.4-1,第31章 有关数论的算法,normal,求出方程 $35x \equiv 10 \pmod{50} $的所有解。,19715
练习题,31.4-2,第31章 有关数论的算法,normal,"证明：当 $\gcd(a, n) = 1 $，由方程 $ax \equiv ay \pmod{n} $可得 $x \equiv y \pmod{n} $。通过一个反例， $\gcd(a, n) > 1...",19716
练习题,31.4-3,第31章 有关数论的算法,normal,考察下列对过程 MODULAR-LINEAR-EQUATION-SOLVER 的第 3 行的修改： $ $3 \text {t h e n} x _ {0} \leftarrow x ^ {\prim...,19717
练习题,*31.4-4,第31章 有关数论的算法,hard,设 $f(x) \equiv f_0 + f_1x + \dots + f_t x^t (\bmod p) $是一个 $t $次多项式，其系数 $f_i $均属于 $\mathbf{Z}_p $，其中...,19725
练习题,31.5-1,第31章 有关数论的算法,normal,计算出使方程 $x \equiv 4 \pmod{5} $和 $x \equiv 5 \pmod{11} $同时成立的所有解。,19855
练习题,31.5-2,第31章 有关数论的算法,normal,试找出被9，8，7除时，余数分别为1，2，3的所有整数 $x $。,19856
练习题,31.5-3,第31章 有关数论的算法,normal,"论证：在定理31.27的定义下，如果 $\gcd(a, n) = 1 $，则 $ $(a ^ {- 1} \bmod n) \leftrightarrow (a _ {1} ^ {- 1} \bmod...",19857
练习题,31.5-4,第31章 有关数论的算法,normal,在定理 31.27 的定义下，证明：对于任意的多项式 $f $，方程 $f(x) \equiv 0 (\bmod n) $的根的数目等于每个方程 $f(x) \equiv 0 (\bmod n_1) ...,19863
练习题,31.6-1,第31章 有关数论的算法,normal,试画出一张表以说明 $\mathbf{Z}_{11}^{*} $中每个元素的阶。找出最小的原根 $g $并计算出一张表，要求写出对所有 $x \in \mathbf{Z}_{11}^{*} $，相应的...,19983
练习题,31.6-2,第31章 有关数论的算法,normal,写出一个模取幂算法，要求该算法检查 $b $的各位的顺序为从右向左，而不是从左向右。,19984
练习题,31.6-3,第31章 有关数论的算法,normal,假设已知 $\phi(n) $，试说明如何运用过程 MODULAR-EXPONENTIATION 计算出对任意 $a \in \mathbf{Z}_n^* $， $a^{-1} \bmod n $的值...,19985
练习题,31.7-1,第31章 有关数论的算法,normal,考察一个RSA密钥集合，其中 $p = 11 $， $q = 29 $， $n = 319 $， $e = 3 $。在密钥中用到的 $d $值应当是多少？对消息 $M = 100 $加密后得到什么消息...,20126
练习题,31.7-2,第31章 有关数论的算法,normal,证明：如果 Alice 的公开指数 $e $等于 3，并且对方获得了 Alice 的秘密指数 $d $。则对方能够在关于 $n $的位数的多项式时间内对 Alice 的模 $n $进行分解。（尽管我们...,20128
练习题,31.8-1,第31章 有关数论的算法,normal,证明：如果一个奇整数 $n > 1 $不是素数或素数的幂，则对模 $n $存在一个 1 的非平凡平方根。 $\star 31.8 - 2 $可以稍稍把欧拉定理加强为以下形式，对所有 $a \in \m...,20367
练习题,31.8-3,第31章 有关数论的算法,normal,"证明：如果对模 $n $， $x $是 1 的非平凡平方根，则 $\gcd(x - 1, n) $和 $\gcd(x + 1, n) $都是 $n $的非平凡约数。",20383
练习题,31.9-1,第31章 有关数论的算法,normal,在图 31-7a 所示的执行过程中，过程 POLLARD-RHO 在何时输出 1387 的因子 73？,20493
练习题,31.9-2,第31章 有关数论的算法,normal,假设已知函数 $f: \mathbf{Z}_n \to \mathbf{Z}_n $和一个初值 $x_0 \in \mathbf{Z}_n $。定义 $x_i = f(x_{i-1}) $， $i =...,20495
练习题,31.9-3,第31章 有关数论的算法,normal,要发现形如 $p^e $的数（其中 $p $是素数， $e > 1 $）的一个因子，POLLARD-RHO 要执行多少步？,20497
练习题,*31.9-4,第31章 有关数论的算法,hard,POLLARD-RHO 的一个缺陷是在其递归过程的每一步，都要计算一个 gcd。有人建议对 gcd 的计算进行批处理：累计一行中数个连续的 $x_{i} $的积，然后在 gcd 计算中使用该积而不是 ...,20499
练习题,32.1-1,第32章 字符串匹配,normal,试说明当模式 $P = 0001 $，文本 $T = 000010001010001 $时，朴素的字符串匹配所执行的比较。,20643
练习题,32.1-2,第32章 字符串匹配,normal,假设模式 $P $中的所有字符都是不同的。试说明如何对一段 $n $个字符的文本 $T $加速过程。NAIVE-STRING-Matcher 的执行速度，使其运行时间达到 $O(n) $。,20644
练习题,32.1-3,第32章 字符串匹配,normal,"假设模式 $P $和文本 $T $是长度分别为 $m $和 $n $的随机选取的字符串，其字符属于 $d $个元素的字母表 $\sum_{d} = \{0,1,\dots ,d - 1\} $，其中 ...",20645
练习题,32.1-4,第32章 字符串匹配,normal,"假设允许模式 $P $中包含一个间隔字符 $\diamond $, 该字符可以与任意的字符串匹配 (甚至可以与长度为 0 的字符串匹配。) 例如, 模式 ab $\diamond $ba $\diam...",20653
练习题,32.2-1,第32章 字符串匹配,normal,如果取模 $q = 11 $，那么当Rabin-Karp匹配算法在文本 $T = 3141592653589793 $中搜寻模式 $P = 26 $时，会遇到多少个伪命中点？,20767
练习题,32.2-2,第32章 字符串匹配,normal,如何扩展Rabin-Karp方法，使其能解决这样的问题：如何在文本字符串中搜寻出给定的 $k $个模式中任何一个出现？起初假定所有 $k $个模式都是等长的。然后扩展你的算法以允许不同长度的模式。,20768
练习题,32.2-3,第32章 字符串匹配,normal,试说明如何扩展 Rabin-Karp 方法以处理下列问题：在一个 $n \times n $二维字符组成中搜寻一个给定的 $m \times m $模式。（可以使该模式在水平方向和垂直方向移动，但不可...,20769
练习题,32.2-4,第32章 字符串匹配,normal,"Alice 有一份很长的 $n $位文件的复印件 $A = \langle a_{n - 1}, a_{n - 2}, \dots, a_0 \rangle $, Bob 也有一份类似的文件 $B =...",20770
练习题,32.3-1,第32章 字符串匹配,normal,对模式 $P = \mathbf{aabab} $构造出相应的字符串匹配自动机，并说明它在文本字符串 $T = $aaababaabaababaab上的操作过程。,20921
练习题,32.3-2,第32章 字符串匹配,normal,"对字母表 $\Sigma = \{a, b\} $，画出与模式 ababbabbababbabbabb相应的字符串匹配自动机的 921 状态转换图。 922",20922
练习题,32.3-3,第32章 字符串匹配,normal,如果由 $P_{k} \supset P_{q} $蕴含 $k = 0 $或 $k = q $，则称模式 $P $是不可重叠的。试描述与不可重叠模式相应的字符串匹配自动机的状态转换图。,20930
练习题,*32.3-4,第32章 字符串匹配,hard,已知两个模式 $P $和 $P' $，试描述如何构造一个有限自动机，使之能确定其中任意一个模式的所有出现位置。要求尽量使自动机的状态数最小。,20931
练习题,32.3-5,第32章 字符串匹配,normal,已知一个包括间隔字符(参见练习32.1-4)的某模式 $P $，说明如何构造一个有限自动机，使其在 $O(n) $的时间内，找出 $P $在文本 $T $中的一次出现位置，其中 $n = |T| $。,20932
练习题,32.4-1,第32章 字符串匹配,normal,"当字母表为 $\Sigma = \{a, b\} $时，计算相应于模式 ababbabbabbababbabb 的前缀函数 $\pi $。",21098
练习题,32.4-2,第32章 字符串匹配,normal,给出关于 $q $的函数 $\pi^{*}[q] $的规模的上界。举例说明所给出的上界是严格的。,21099
练习题,32.4-3,第32章 字符串匹配,normal,试说明如何通过检查字符串 $PT $的 $\pi $函数，来确定模式 $P $在文本 $T $中的出现位置（由 $P $和 $T $并置形成的长度为 $m + n $的字符串）。,21101
练习题,32.4-4,第32章 字符串匹配,normal,"试说明如何通过以下方式对过程 KMP-Matcher 进行改进：把第 7 行（不是第 12 行中）出现的 $\pi $替换为 $\pi' $。对 $q = 1, 2, \cdots, m $的递归定义...",21102
